Account Owner,Company Name,Billing City,Billing Zip/Postal Code,Account Territory,Reseller,Product Name,Bundle Product,License Name,Status,Buy Price Currency,Buy Price,Quantity,Expiry Date,Sector
Emmanuel Adjah,Broadex Technologies UK Ltd,Livingston,EH54 8SF,North,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1606.93,120.0,31/07/2025,Business
Laura Gale,Mulholland Contracts Ltd,West Calder,EH55 8TJ,,Aspen Solutions Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3361.09,110.0,29/04/2027,Business
Emmanuel Adjah,Graham Tiso Ltd,Edinburgh,EH6 6JD,North,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3525.34,280.0,28/02/2026,Business
Matthew Bower,Barnes & Partners,Enfield,EN1 3EP,South,Pink Chalk Ltd,ESET Full Disk Encryption,ESET PROTECT Advanced,EAV-0453131570,Active,GBP,355.12,100.0,11/01/2026,Business
Matthew Bower,JJ Food Service,Enfield,EN3 7XY,South,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,13644.8,400.0,18/08/2027,Business
Benjamin Parker,CJAZ Consulting,Enfield,EN4 0DL,Grove South,,ESET MDR,,ESET MDR,Active,GBP,3636.0,120.0,13/12/2025,
Hannah Ballard,Robert Lee Distribution Ltd,Essex,EN9 1AS,South,intact Software (UK) Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2219.06,150.0,01/05/2025,Business
Matthew Bower,The Family Law Co,Exeter,EX1 1NP,South,ITEC Connect Limited,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,1426.88,112.0,08/10/2025,Business
Matthew Bower,Moshulu / Coastguard Road,HONITON,EX14 1SD,South,A-TECH SERVICES LIMITED,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5685.47,138.0,13/11/2027,Business
Matthew Bower,Hbh Woolacotts,Bude,EX23 8BB,South,Storm Technologies Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,199.99,130.0,30/12/2027,Business
Matthew Bower,Bott Ltd,Bude,EX23 8LY,South,Westcom Networks (UK) Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,10682.29,310.0,31/12/2027,Business
Matthew Bower,Info Mentor,EXETER,EX2 4AN,South,SoftwareONE UK,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0426386165,Active,GBP,150.68,150.0,02/07/2025,Business
Matthew Bower,Rotolok UK,Exeter,EX2 7AE,South,Advanced Media Engineering Ltd T/A AME Solutions,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,303.66,226.0,29/09/2025,Business
Matthew Bower,Webbers Property Services Ltd,Barnstaple,EX31 1SA,South,Mac PC Repairs,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,7495.52,210.0,15/01/2026,Business
Matthew Bower,North Devon Hospice,Barnstaple,EX32 0HU,South,Lineal Software,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2311.65,220.0,22/07/2025,Business
Matthew Bower,Saltrock Surfwear,Braunton,EX33 2DX,South,Millgate Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,8673.6,200.0,21/02/2026,Business
Matthew Bower,Beran Instruments Ltd,Great Torrington,EX38 7HP,South,Lineal Software,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3015.29,271.0,05/03/2025,Business
Matthew Bower,East-the-Water Primary School,Bideford,EX39 4BZ,South,Business I.T Support Team Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3205.05,160.0,26/08/2026,Education
Emmanuel Adjah,Perch Group Ltd,Blackpool,FY4 5LW,North,Complete IT Systems Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1129.91,400.0,03/06/2026,Business
Emmanuel Adjah,Sustainable Energy First,Lytham St. Annes,FY8 2NA,North,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4864.96,332.0,21/11/2025,Business
Emmanuel Adjah,Fraser Hart Ltd,Glasgow,G1 3ED,North,Softcat Limited,ESET Cloud Office Security,,ESET Cloud Office Security,Active,GBP,2080.0,250.0,21/07/2025,Business
Emmanuel Adjah,CCG Scotland,Glasgow,G32 8NB,North,Aspen Solutions Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,13936.0,400.0,24/06/2025,Business
Emmanuel Adjah,Glasgow Council for the Voluntary Sector,Glasgow,G3 6DS,North,Lee Hair Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3461.25,130.0,30/06/2027,Business
Emmanuel Adjah,Malin Group,Glasgow,G3 7NB,North,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1288.13,190.0,20/04/2026,Business
Emmanuel Adjah,CPMS,GLASGOW,G40 4JD,North,AMP COMPUTER MAINTENANCE LTD,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1812.03,110.0,15/09/2025,Business
Emmanuel Adjah,H F ELECTRICAL LIMITED,Glasgow,G41 2SJ,North,CCS Media Limited,Safetica,,-,Active,GBP,18030.6,200.0,29/10/2027,Business
Emmanuel Adjah,Farmfoods Ltd,Cumbernauld,G67 2TU,North,Beyond Digital Solutions Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2114.84,134.0,27/09/2026,Business
Emmanuel Adjah,Argyll Community Housing Association,GLASGOW,G71 5PW,North,Stratiis Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2075.22,305.0,15/12/2025,Business
Emmanuel Adjah,Sivers Photonics,Blantyre,G72 OBN,North,Revo-IT Ltd.,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2717.81,100.0,26/11/2025,Business
Emmanuel Adjah,Past Due Credit,Glasgow,G81 2LA,North,AVM IT,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,7652.13,325.0,14/08/2025,Business
Emmanuel Adjah,PASTDUE CREDIT SOLUTIONS LIMITED,CLYDEBANK,G81 2LA,North,AVM IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,12870.17,485.0,17/03/2028,Business
Emmanuel Adjah,Hassans,Gibraltar,GB1 1ZZ,North,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,12473.23,305.0,21/04/2027,Business
Jack Potter,Belong Learning,Lydney,GL15 5DZ,Midlands,Onfinity Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1958.04,140.0,16/09/2025,Education
Jack Potter,BP Shipping Limited,Gloucestershire,GL17 0DD,Midlands,IT at Sea - McDonald ICT Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3900.0,350.0,19/06/2025,Business
Jack Potter,Tewkesbury Borough Council,Tewkesbury,GL20 5TT,Midlands,ANSecurity,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,3002.35,100.0,20/09/2026,Government
Jack Potter,C Software Ltd,Tewkesbury,GL208DN,Midlands,mtechnical Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,263.78,110.0,12/02/2026,Business
Jack Potter,Weird Fish Limited,Tewkesbury,GL20 8DN,Midlands,Millgate Limited,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0426350855,Active,GBP,684.0,160.0,22/12/2025,Business
Jack Potter,ARRK Europe,Gloucester,GL2 4NF,Midlands,Z Cyber Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3959.0,145.0,11/05/2028,Business
Joseph Stern,Gloucestershire Care Services NHS Trust,Gloucester,GL3 4AW,Midlands,Converge Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1450.75,250.0,21/02/2026,Government
Adam Smith,Castle Hill Primary School,Gloucester,GL3 4NU,,APOLLO TECHNOLOGY SOLUTIONS LIMITED,ESET LiveGuard Advanced for Cloud Office Security,ESET PROTECT Complete,EAV-0462101702,Active,GBP,174.64,106.0,09/02/2028,Education
Jack Potter,Pooky Lighting,Gloucester,GL4 3HX,Midlands,Toggletech Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2373.58,120.0,10/08/2025,Business
Jack Potter,GBE Converge,Gloucester,GL4 3RT,Midlands,Converge Technology Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2553.3,190.0,21/10/2025,Business
Jack Potter,Randall & Payne LLP,Cheltenham,GL514GA,Midlands,eBuyer (UK) Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2609.98,150.0,31/10/2025,Business
Matthew Hall,Pegasus Planning Group,Cirencester,GL7 1RT,Midlands,CDW (UK) Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,6174.19,425.0,14/12/2025,Business
Jack Potter,Rendcomb College,Cirencester,GL7 7HA,Midlands,Amitek,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,5610.0,400.0,09/09/2025,Business
Hannah Ballard,Rowledge C E Primary School,Farnborough,GU10 4BW,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1168.83,148.0,13/05/2025,Education
Hannah Ballard,Natta Building LTD,farnahm,gu10 5dd,South,Nationwide IT Consultancy,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1744.87,120.0,24/03/2025,Business
Hannah Ballard,Bentley Primary School,Farnham,GU10 5JP,South,Agile ICT Limited,ESET Endpoint Antivirus + ESET Server Security,ESET PROTECT Essential On-Prem,EAV-0086226625,Active,GBP,947.7,120.0,24/07/2025,Education
Matthew Bower,Talavera Junior School,Aldershot,GU11 1RG,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1184.63,150.0,25/03/2025,Education
Matthew Bower,St Joseph?s Catholic Primary School,Aldershot,GU11 3DD,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,754.14,155.0,23/12/2025,Education
Hannah Ballard,Kelly's Storage,Guildford,GU1 1SB,South,PCS Business Systems,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3461.25,100.0,31/03/2028,Business
Daniel Downer,BOOMERANG MEDIA LIMITED,ALDERSHOT,GU12 4JU,South,Claranet,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,3889.6,200.0,11/01/2026,Business
Hannah Ballard,AMG ltd,Guildford,GU1 3DG,South,Softcat Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,4491.55,125.0,04/06/2027,Business
Emmanuel Adjah,Trafalgar House Pensions Administration Ltd (THPA),Farnborough,GU14 6XN,South,Vysiion Ltd,Safetica,,XXXX,Active,GBP,49023.67,206.0,30/09/2027,Business
Hannah Ballard,St Peter's C of E (Aided) Junior School,Farnborough,GU14 7AP,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,576.29,124.0,30/06/2025,Education
Hannah Ballard,ACM,GUILDFORD,GU1 4SB,South,eBuyer (UK) Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5254.13,150.0,07/09/2027,Business
Hannah Ballard,Hawley Primary School,Camberley,GU17 9BH,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Essential,,ESET PROTECT Essential,Active,GBP,204.75,105.0,31/05/2025,Education
Matthew Bower,Hall Grove School,Bagshot,GU19 5HZ,South,Apex Computing Services Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,295.43,155.0,06/12/2025,Business
Hannah Ballard,Damarel Systems International Limited,WOKING,GU21 6LQ,South,Grey Matter Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2744.17,209.0,25/01/2026,Business
Hannah Ballard,The AI Corporation,Woking,GU22 7NJ,South,Grey Matter Ltd,ESET LiveGuard Advanced for Endpoint Security + Server Security,ESET PROTECT Advanced,EAV-0402229186,Active,GBP,292.32,100.0,16/10/2025,Business
Hannah Ballard,Friends Of The Elderly,WOKING,GU22 8BJ,South,Computer and Software Services,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,1899.0,120.0,01/06/2025,Business
Hannah Ballard,National Rifle Association,Woking,GU24 0PB,South,NCI Systems Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1692.77,100.0,07/01/2027,Business
Matthew Bower,Wentworth Golf Club,Wentworth,GU25 4LS,South,Purple Cloud IT,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,9999.0,220.0,30/08/2025,Business
Matthew Bower,Undershaw Education Trust,Hindhead,GU26 6AQ,South,DMC Support Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1932.91,200.0,04/02/2026,Education
Hannah Ballard,Eseye Ltd,Guildford,GU2 7AF,South,IT Planning,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,4179.94,150.0,09/03/2026,Business
Hannah Ballard,Actica Consulting Limited,Guildford,GU2 7RF,South,AVM IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2369.25,250.0,28/06/2025,Business
Hannah Ballard,Queen Eleanor's School,Guildford,GU2 7SD,South,DMC Support Services,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1024.95,110.0,21/03/2025,Education
Hannah Ballard,Northmead School,Guildford,GU2 9ZA,South,AVM IT,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,947.7,120.0,09/05/2026,Education
Hannah Ballard,The Butts Primary School,Alton,GU34 1PW,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,511.23,110.0,27/06/2025,Education
Matthew Bower,AAMP Global,Bordon,GU35 9QE,South,Harwood Brittain Technology Limited,ESET PROTECT Enterprise,,ESET PROTECT Enterprise,Active,GBP,19685.25,450.0,26/05/2025,Business
Matthew Bower,Potley Hill Primary School,Yateley,GU46 6AG,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,492.64,106.0,27/06/2025,Education
Hannah Ballard,Britannic Technologies Ltd,Guildford,GU4 7WA,South,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5519.75,265.0,10/02/2027,Business
Hannah Ballard,Longacre School,Surrey,GU5 0NQ,South,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1469.65,140.0,15/10/2025,Education
Hannah Ballard,Elvetham Heath Primary School,Fleet,GU51 1DP,South,Oakford Technology Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,3016.87,146.0,22/02/2026,Business
Hannah Ballard,All Saints Primary School,Fleet,GU51 5AJ,South,Agile ICT Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,797.65,101.0,29/03/2025,Education
Hannah Ballard,Velmead Junior School,Fleet,GU52 7LG,South,Agile ICT Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1776.24,124.0,08/07/2026,Education
Hannah Ballard,Fleet Infant School,Fleet,GU52 7LQ,South,Agile ICT Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1455.15,100.0,14/07/2026,Education
Hannah Ballard,Heatherside Junior School,Fleet,GU52 7TH,South,Agile ICT Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1561.95,124.0,26/04/2028,Education
Hannah Ballard,Church Crookham Junior,Fleet,GU52 8BN,South,Agile ICT Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1965.6,135.0,08/03/2027,Education
Hannah Ballard,Care Homes of Distinction,Godalming,GU7 3HY,South,Nationwide IT Consultancy,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,424.2,161.0,01/03/2025,Business
Hannah Ballard,King Edwards School Witley,Godalming,GU8 5SG,South,Managed Security Solutions Ltd (MSSUK.com),ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,10107.65,321.0,01/08/2026,Business
Hannah Ballard,In-Sync Group,Farnham,GU9 7XX,South,Softcat Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,5444.73,220.0,17/11/2025,Business
Hannah Ballard,MH Bland,Gibraltar,GX11 1AA,South,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1237.16,100.0,23/08/2025,Business
Hannah Ballard,HM Government of Gibraltar,Gibraltar,GX11 1AA,South,Grey Matter Ltd,ESET Mobile Threat Defense,ESET PROTECT Complete,EAV-0463603995,Active,GBP,319.65,150.0,06/03/2026,Government
Hannah Ballard,Gibraltar Electricity Authority,gibraltar,GX11 1AA,South,Mediterranean Computers,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,473.44,175.0,11/07/2026,Business
Hannah Ballard,University of Gibraltar,Gibraltar,GX11 1AA,South,Mediterranean Computers,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1822.5,200.0,03/11/2025,Education
Hannah Ballard,IEB Trading,Guernsey,GY1 1FN,South,SCP Supplies,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,4363.26,110.0,03/08/2025,Business
Hannah Ballard,Chemilines Group Limited,Wembley,HA0 1DX,South,Equity Networks Ltd,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2371.15,175.0,19/04/2025,Business
Matthew Bower,Golden Tours,Alperton,HA0 1YJ,South,Cloud IT Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1841.0,100.0,28/05/2025,Business
Hannah Ballard,Travelpack India Pvt. Ltd.,Wembley,HA0 2DH,,CCS Media Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,893.75,300.0,03/12/2025,Business
Reon Siyaya,Platned Syngco Ltd,Stanmore,HA7 1JS,,Platned Syngco Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,193.8,175.0,28/06/2025,Business
Hayley Loader,Driven Worldwide Ltd,Huddersfield,HD1 3ED,North,Grey Matter Ltd,ESET LiveGuard Advanced for Cloud Office Security,ESET PROTECT Complete,EAV-0431166689,Active,GBP,149.94,102.0,27/08/2027,Business
Emmanuel Adjah,Spring Grove School,Huddersfield,HD1 4BJ,North,Data Tools for Schools Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,841.6,100.0,25/03/2025,Education
Emmanuel Adjah,Michael Dyson Associates (DYS004),Holmfirth,HD9 6LB,North,Deans Computer Services plc,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2729.35,130.0,01/07/2025,Business
System User UK,Chameleon Technology (UK) Limited,Harrogate,HG31UF,,,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3366.4,128.0,10/11/2025,Business
Jack Potter,Mintec Ltd,High Wycombe,HP10 0DG,Midlands,CCS Media Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5900.38,400.0,23/11/2025,Business
Jack Potter,Stephen Corkery,Aylesbury,HP19 8DB,Midlands,Affirm IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,92.05,118.0,13/07/2025,Business
Jack Potter,B&M Investment,Hemel Hempstead,HP2 5HD,Midlands,Profile Technology Services Ltd.,ESET Endpoint & Server Security for ESET PROTECT Complete,ESET PROTECT Complete,EAV-0266806437,Active,GBP,1843.17,320.0,16/12/2027,Business
Norman Cook,chase evans,Chalfont St Peter,hP27 9JX,Midlands,Westwood Associates Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2187.0,180.0,15/01/2025,Business
Jack Potter,Hypnos Beds Ltd,Princes Risborough,HP27 9RS,Midlands,Managed 247 Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3945.0,200.0,13/01/2026,Business
Jack Potter,Formative Content,Beaconsfield,HP9 1QL,Midlands,Insight Direct (UK) Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1273.92,100.0,25/09/2025,Business
Jack Potter,Rouse Partners LLP,Beaconsfield,HP9 1QL,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2735.2,160.0,20/08/2025,Business
Hannah Ballard,S & A Produce Ltd,Hereford,HR1 3ET,South,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3408.6,360.0,19/07/2026,Business
Daniel Downer,Weobley High School,Hereford,HR4 0XH,South,eBuyer (UK) Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,4693.76,417.0,03/05/2026,Education
Hannah Ballard,Hereford Computer Services,Hereford,HR4 7RA,South,Storm Technologies Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4018.25,318.0,14/03/2026,Business
Matthew Bower,M J Ainge & Co LTD,Leominster,HR6 0QF,South,Millgate Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,419.9,113.0,07/03/2025,Business
Matthew Bower,John Masefield High School,Ledbury,HR8 2HF,South,Precedence Technologies,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,1703.02,100.0,05/07/2026,Education
Matthew Bower,Haygrove Ltd,Ledbury,HR8 2JT,South,Storm Technologies Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,5649.04,300.0,03/02/2026,Business
Matthew Bower,Data Locator,Ross-on-Wye,HR9 5DB,South,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2508.19,150.0,26/05/2025,Business
Emmanuel Adjah,ECM Systems Ltd,Hull,HU12 9DZ,North,Practical Networks Ltd,ESET Server Security,,ESET Server Security,Active,GBP,5091.91,133.0,25/07/2025,Business
Daniel Downer,Cambridge Glasshouse,Brough,HU15 2RH,,Opus-UK,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,50.5,101.0,30/08/2025,Business
Adam Smith,Sowerby FRS LLP,Beverley,HU17 0LF,Grove North,Sowerby FRS LLP,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,0.0,100.0,11/03/2025,Business
Emmanuel Adjah,ABI UK,Beverley,HU17 0LJ,North,Intrasource Limited,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,4247.1,135.0,06/04/2025,Business
Adam Smith,MSL Property Care Ltd,Halifax,HX3 9HT,,OX IT Solutions Ltd,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,3681.0,150.0,24/03/2028,Business
James Conville,Nu-Swift International Ltd,ELLAND,HX5 9DY,North,Comcen Computer Supplies Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,16848.65,460.0,26/02/2028,Business
Emmanuel Adjah,Microsearch,Halifax,HX7 5QQ,North,RAE Computing Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2401.18,118.0,17/09/2025,Business
Matthew Bower,LBBD Libraries,Barking,IG11 7LU,South,Softcat Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2620.62,308.0,23/09/2025,Business
Hannah Ballard,London Borough of Barking and Dagenham,London,IG11 7LU,South,Softcat Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1038.58,113.0,04/09/2025,Government
Matthew Bower,Mont Rose College of Management,Ilford,IG1 4TG,South,BT,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4482.77,307.0,07/08/2027,Education
Hannah Ballard,Yesodey Hatorah Girls School Limited,WOODFORD GREEN,IG8 8HD,South,Softcat Limited,ESET Full Disk Encryption,,ESET Full Disk Encryption,Active,GBP,11849.05,278.0,30/01/2028,
Emmanuel Adjah,Altenar,DOUGLAS,IM2 2QZ,North,Ambico Services Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3114.36,170.0,30/11/2025,Business
Jack Potter,DigiBee Ltd,Brightwell,IP10 0BJ,Midlands,Corbel Solutions Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2511.65,108.0,07/01/2026,Business
Hannah Ballard,Suffolk MIND,,IP11 9JB,Midlands,Strident Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1185.12,111.0,24/03/2026,Business
